Project ID,Title,Problem Statement,Objectives,Department,Academic Year,Manual Similarity Score (0-100),"Similar Sections (Title,ProblemStatement,Objectives)",Notes
683d383c2807bf3490d5949f,NETWORK TRAFFIC AND FILE SYSTEM METADATA VISUALIZATION TOOL,"Perfuctly. digital forensic investigations would be easy to navigate, with easily accessible instruments that could interpret the complex web of evidence that contemporary technology has created. To piece together parts of digital trails and reconstmct events, investigators would have little trouble navigating across the broad data world. A clear and complete view of the digital landscape would be possible thanks to the easy access and interpretation of data, irrespective of its fonnat or source (Garfinkel S., 2017). Unfortunately, reality is far from perfect. Technology's rapid growth has unleashed a flood of digital data, overwhelming traditional investigation approaches (Stafford, 2014). This evidence is dispersed among numerous devices, each with its own language and storing secrets. Because of the sheer volwne and complexity of this data, investigators frequently find themselves lost in a pool of confusing records, fragmented files, and different fonnats. Standard technologies struggle I to keep up, leaving key indications...",To develop a network traffic and file system metadata visualization tool.; To perform situational analysis on network traffic and file system metadata visualization.; To implement the network traffic and file system metadata visualization tool.; To validate tool functionalities.,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d38402807bf3490d594a2,PROFIT MANAGEMENT SYSTEM FOR SMALL SHOPS,null,To design...; To develop...; To implement...; To investigate...; To analyze...; To test...,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d38452807bf3490d594a5,BLOCKCHAIN-BASED LEGAL EVIDENCE MANAGEMENT SYSTEM,"Project o,,crvicw The Blockchain-Based Legal Evidence Management System is an innovative system solution designed to revolutionize the management of digital evidence in legal proceedings. Making use ofblockchajn technology, this system ensures the integrity, transparency, and security of the entire evidence lifecycle. The system incorporates features such as decentralized ledger and smrut contracts to provide a tamper-proof environment, while user authentication, role­ based access control, and robust encryption mechanisms guarantee secure data handling. With a user-fiiendly interface, the system facilitates efficient evidence submission, retrieval, and collaboration among law enforcement agencies, forensics teams, and courts. This project aims to address the evolving needs of the legal landscape, offering a streamlined and trustworthy approach to evidence management in the digital age. Problem statement In the current legal landscape, the management of evidence faces significant challenges, particularly in terms of integrity, transparency, and efficiency. Traditional systems for handling digital evidence lack a standardized and...",To develop a Blockchain-based evidence management system for legal and investigative purposes; To conduct situation analysis in evidence management system in Tanzania; To design the blockchain-based legal evidence management system; To implement blockchain-based legal evidence management system; To validate the blockchain-based legal evidence management system,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d38542807bf3490d594ac,UNIVERSITY OF DODOMA EXAMINATION MARKING SYSTEM (UDOM EMS),"Project Overview UDOM-EMS is a web-based system that aim to streamline and improve the efficiency, accuracy, and security of the examination marking process at UDOM. The University of Dodoma currently lacks a centralized, digital examination marking system, leading to inefficiencies, delays, and potential security concerns. The University of Dodoma Examination Marking System (UDOMS EMS) aims to address these challenges by developing a secure, web-based platform that streamlines the entire examination process. Problem statement The University of Dodoma Examination Marking System (UDOMS EMS) represents a pivotal initiative to modernize and optimize UDOM's examination infrastructure. By transitioning from manual, paper-based processes to a secure digital platform as for currently the university of Dodoma lack or has no a digital platform for marking exams. So, with this platform will help efficiency and accuracy, improve learning experience and providing timely feedback as well as transparent grade distribution....",To review on relevant literature framework and theories.; To analyze strength and weakness on similar existing system.; To examine different examination format capable of being used by the system.; To design a system Model for processing answer sheet and marking scheme. (Processing Engine); To integrate the Model (Processing Engine) with the system.,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d38592807bf3490d594af,DIGITAL IMAGE FORENSICS TOOL,"Digital image forensic tool (DIFT) is windows desktop application that is used to perform carving, verifying the authenticity and integrity of digital images, especially in the context of detecting and localizing forgery. This tool will be designed with a friendly uscr-jnterface to examine images for signs of copy-move and splicing forgeries, as well as providing a comprehensive report of the forensic analysis. iv. To test a Digital Image Forensic Tool Problem statement In Lhe digital age, the widespread use of digital images has led to an increase in the manipulation and tampering of visual content for deceptive or to make a false propaganda. Also intentional or unintentional deletion of images leads to loss of important evidence. As a result, there is a growing need for advanced digital image forensic tools that can perform image carving, analyze and authenticate digital images. Despite of having several tools that perfonn image carving and...",To develop a Graphical User Interface (GUI) digital image forensic tool capable perform image carving and verify the authenticity of image.; To gather requirements for Digital Image Forensic Tool; To design a Digital Image Forensic Tool; To develop a Digital Image Forensic Tool,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d385e2807bf3490d594b2,INTRUSION DETECTION SYSTEM USING MACIDNE LEARNING FOR DYNAMIC DATA,"ln the rapidly e olviug landscape of digital connectivity, the threat of cyber-attacks has become more sopl1isticated and prevalent. Traditional intrusion detection systems often struggle to keep pace with the dynamic nature of Cyber threats. The integration of Machine Learning (ML) techniques presents an im1ovative approach to enhance the efficiency and accuracy of intrusion detection, enabling organizations to proactively safeguard their digital assets. l.2 Problem statement In the contemporary digital ecosystem, the escalating sophistication and diversity of Cyber threats pose a substantial challenge to the security of organizational networks. Traditional intrusion detection systems, often reliant on rule-based or signature-based approaches, struggle to keep pace with the dynamic and evolving nature of these threats. The need of the hour is a robust Cyber Security Intrusion Detection System that leverages the power of Machine Learning (ML) to proactively identify and mitigate a wide range of Cyber threats in real-time....","Main objective.; To develop an Intrusion detection system using Machine learning.; Specific objective.; L  To Gather System Requirements for a machine learning intrnsion detection system; To train a machine learning model for intrusion detection system; To design a machine learning intrusion detection system; To implement a machine learning intrusion detection system; To evaluate the implemented machine learning intrnsion detection system; Project significance; In today's digital landscape, where organizations are increasingly reliant on interconnectedsystems and data-driven processes, the significance of a robust Intrusion Detection System (JDS) usjng Machine Learning cannot be overstated. This project hold immense impmtance due to several key factors:; Thwarting Evolving Cyber Threats:; Tbe project addresses the pressing need to counteract the constantly evolving nature of cyber threats.Traditional security measures are often inadequate against sopltisticated attacks, necessitating an intelligent and adaptive intrusion detection system.; Enhanced Detection Accuracy:; By incorporating Machine Learning algorithms, the IDS aims to significantly enhance the accuracy of threat detection. This not only reduces the likelihood of false positives but also ensures timely identification and response to genuine security incidents.; Reduced Operational Burden:; Automation through Machine Learning alleviates the burden on cybersecurity teams by automating the analysis of vast amounts of network data. This allows security professionals to focus on strategic decision-making and proactive security measures rather than routine monitoring.; Scalability for Future Challenges:; The scalability of the IDS architecture ensures that it can adapt to the growing complexities of modern IT infrastructures. This future-proofing is crncial in the face of technological advancements and an ever-expanding threat landscape.; User-friendly interface for Improved Visibility:; The creation of an intuitive and user-friendly interface enhances the visibility of potential threats for security analysts. This empowers them to make infonned; I	decisions and respond effectively to security incidents.",Department of Computer Science and Engineering (DoCS&E),2023,,,
683d38632807bf3490d594b5,INTRUSION DETECTION SYSTEM USING MACHINE LEARNING FOR DYNAMIC DATA,"Project Overview In the rapidly evolving landscape of digital connectivity, the threat of cyber-attacks has become more sophisticated and prevalent. Traditional intrusion detection systems often struggle to keep pace with the dynamic nature of Cyber threats. The integration of Machine Learning (ML) techniques presents an innovative approach to enhance the efficiency and accuracy of intrusion detection, enabling organizations to proactively safeguard their digital assets. Problem statement In the contemporary digital ecosystem, the escalating sophistication and diversity of Cyber threats pose a substantial challenge to the security of organizational networks. Traditional intrusion detection systems, often reliant on rule-based or signature-based approaches, struggle to keep pace with the dynamic and evolving nature of these threats. The need of the hour is a robust Cyber Security Intrusion Detection System that leverages the power of Machine Learning (ML) to proactively identify and mitigate a wide range of Cyber threats in real-time....",To develop an Intrusion detection system using Machine learning.; To Gather System Requirements for a machine learning intrusion detection system; To train a machine learning model for intrusion detection system; To design a machine learning intrusion detection system; To implement a machine learning intrusion detection system; To evaluate the implemented machine learning intrusion detection system,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d38752807bf3490d594be,TO IMPROVE AUTHENTICATION SECURITY IN TOPOLOGY DISCOVERY MODULE FOR FAUCET SDN CONTROLLER,"I.J PROJECT OVERVIEW Discovering network topology is critical for Software-defined Networking (SON) controllers to establish the centralized network visibility. However, during the process of SON topology discovery, SON controllers tend to suffer from the topology poisoning attacks due to a lack of authentication. Existing methods can hardly solve the problems of SON topology poisoning attacks in a comprehensive and lightweight manner. To fill this gap, we propose TMSA(topology management services authenticator), a lightweight and efficient SDN topology services authentication scheme. Specifically, we first establish a security threat model to analyze key service vulnerabilities in the SON controller. Then, we design two verification strategies (i.e., host location verification and link verification) to cope with the host hijacking attack and link fabrication attack, respectively. In more detail, our host location verification strategy is based on the path tracking and asynchronous rollback technique, while our link verification strategy is designed using the public...",To develop the topology management services authenticator (TMSA) in the faucet SDN controller.; To identify technical challenges of faucet SDN controller Topology Management Services and assessing security issues.; To design TMSA (Topology Management Services Authenticator).; To test and implement the designed topology management services authenticator.,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d387a2807bf3490d594c1,STREAMLINED PARCEL AND CARGO LOGISTICS SYSTEM,"1.t Project <h1enriew The trcamlined Parcel and Cargo Logistics System is an innovative solution de igned to enhance the handling, movement, and tracking of packages and cargo within the logistics industry. Ct incorporates advanced technologies like parcel tracking, web and mobile applications, cbat-bot customer service, and USSD capabilities. The system ensures efficient tracking and transportation, rua.ximizing the utilization of trucks, and buses through sopl1isticated matching techniques. With the inclusion of scruming QR codes and barcodes, it enables accurate and real-time tracking of sl1ipmeats. Customers can track their packages through user-fiiendly web and mobile applications, ensuring transparency and peace of mind. The system also prioritizes security with better approach such as PARCEL tracking to mitigate the risk of fraud. It offers flexible handling options and connects customers with reliable carriers for seamless and timely delivery. Additionally, 24/7 chatbot support provides prompt assistance and issue resolution, while intehl'fation enhances online visibility. USSD...",To gather and analyze user and system requirements; To design and develop a web and mobile application with real time tracking; To implement real time tracking of the cargos or parcels; To implement chat-bot for customer support; To implement USSD functionality,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d387e2807bf3490d594c4,INTRUSION DETECTION SYSTEM USING MACHINE LEARNING FOR DYNAMIC DATA,"l. l Project O\'ervicw Tn the rapidly evolving landscape of digital connectivity, the threat of cybcr-attacks has become more sophisticated and prevalent. Traditional intrusion detection systems often struggle to keep p::ice with tl1e dynamic nature of Cyber tlu-eats. The integration of Machfoe Leaming (ML) techniques presents an innovative approach to enhru1ce the efficiency and accuracy of intrusion detection, enabling organizations to proactively safeguard their digital assets. Problem statement In the contemporary digital ecosystem, the escalating sophistication and diversity of Cyber d1reats pose a substantial challenge to the security of organiz.ational networks. Traditional intrusion detection systems, often reliant on rule-based or signature-based approaches, stn1ggle to keep pace with the dynamic and evolving nature of these threats. The need of the hour is a robust Cyber Security Intrusion Detection System that leverages the power of Machine Leaming (ML) to proactively identify and mitigate a wide range of Cyber threats in real-time....",To design...; To develop...; To implement...; To investigate...; To analyze...; To test...,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d38882807bf3490d594cb,Digital Cafeteria Transaction System (DCTS),"The current payment system at the cafeteria relies heavily on manual processes, involving cash payments and handwritten records. This system poses various risks such as: - Data Loss Risk: The current manuaJ r�rd-keeping system is susceptible to human errors, damage, or Joss of the record book, leading to the Joss of valuable customer infonnation. 4 Ticket Forgery: The existing ticket system is prone to forgc1y, allowing dishonest individuals to obtain food without making payments, causing financial losses for the cafeteria. Customer Rights Concerns: Customers may lose tl1eir right to change when someone else claims it, leading to disputes and diss:itisfoction. Loss of Customer Tmst: The current system may erode customer trust, causing them to avoid using bills and resort to carrying cash, impacting their budgeting for meals. •...",To design a comprehensive digital solution for the UDOM CIVE Cafeteria; To develop a secure digital database and foolproof ticketing system; To implement customer account management subsystem and integrate NFC technology for card scanning,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d388b2807bf3490d594ce,ARRIVE SMART APP (ASA),"Bus transportation is undoubtedly the most common fonn of transportation from one region to another in Tanzania. Over the years there have been many technological improvements to ensure that passengers are comfortable with their journey, However, many passengers who start their journey at the in between stations are paranoid on making proper approximation on wltere is the bus and when will it arrive at the station. A lot of passengers are cheated by agents that the bus will arrive in an hour or so only to find out that the bus arrives more than two hours later or so. This app offers the solution by giving a passenger the live location of the bus and more c-0nfident approximations on when the bus will arrive. 1...","Milin ob.ic,·tivc.; The Main objecivc is to develop Arrive smart opp.; Specific objectives; To gather requirements for the npp.; To design arrive smart app.; To develop arrive smart app.; v.	To test the developed, arrive smart app.; Project significance; This project will be a big benefit for passengers as it will greatly reduce the chance of someone to be left by the bus and all the troubles that comes with it. Reduce the anxiety associated with bus traveling, also knowing where the bus is and when will it arrive reduces the time one must arrive at the station to wait for the bus thus saves some precious time. Live tracking of a bus has a security advantage too as the location of the bus is known all the time.; J.S Project",Department of Computer Science and Engineering (DoCS&E),2023,,,
683d38902807bf3490d594d1,DIGITAL IMAGE FORENSICS TOOL,"1.1 Project OverviewDigital image forensic tool (DFT) is windows desktop application that is used to perform carving, verifying the authenticity and integrity of digital images, especially in the context of detecting and localizing forgery. This tool will be designed with a friendly user-interface to examine images for signs of copy-move and spiking forgeries, as well as providing a comprehensive report of the forensic analysis. 1.2 Problem statementIn the digital age, the widespread use of digital images has led to an increase in the manipulation and tampering of visual content for deceptive or to make a false propaganda. Also intentional or unintentional deletion of images leads to loss of important evidence. As a result, there is a growing need for advanced digital image forensic tools that can perform image carving, analyze and authenticate digital images. Despite of having several tools that perform image carving and image forgery detection, most of the...",To develop a Graphical User Interface (GUI) digital image forensic tool capable of performing image carving and verify the authenticity of image.; To gather requirements for Digital Image Forensic Tool; To design a Digital Image Forensic Tool; To develop a Digital Image Forensic Tool; To test a Digital Image Forensic Tool,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d389d2807bf3490d594d6,A TOOL FOR ANALYZING SOURCE CODE FOR SECURITY VULNERABILIDES,"Project Overview CHAPTER ONE Orgnnizations face a critical challenge in ensuring the security of their software applications, this is due ton widemnge of security vulnerabilities such as buffer overflow, SQL injection, Insecure direct object rcfurcnce (IOOR), software bugs, aud security hotspots that are undetected earlier in the software development stnges. Fa.ilure to address these security concerns early in the software development lifecycle (SDLC) not only increases the risk of potential cyber threats but also escalates the cost and effurt required to remediate vulnerabilities at the production stage. Problem statement One of the primary methods employed for identifying Security vulnerabilities is manual source code aualysis, which is a labor-intensive process requiring skilled security experts to manually re""f;ew lines of code. This manual approach is time-consuming, error based and not efficient. Furthermore, Software developers often lack the necessary support to identify and understand potential security threats. resulting to the unintentional introduction of...",To design a tool for analyzing source code for security vulnerabilities.; To gather and analyze requirements of the project.; To implement a tool for analyzing source code for security vulnerabilities.,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d38a12807bf3490d594d9,A TOOL FOR ANALYZING SOURCE CODE FOR SECURITY VULNERABILITIES,"One of the primary methods employed for identifying Security vulnerabilities is manual source code analysis, which is a labor-intensive process requiring skilled security experts to manually review lines of code. This manual approach is time-consuming, error based and not efficient. Furthennore, Software developers often lack the necessary support to identify and understand potential security threats, resulting to the unintentional introduction of vulnerabilities and security bugs into the codebase. Furtbennore, implementing security by design is sti11 a challenge for many software organizations. Security is treated as a post activity after the software is fuIIy developed, paving a way for cyber attackers and cyberthreats to invade the software. To address this issue, a tool for Source Code Analysis (SCA) dedicated to security vulnerabilities, security bugs and security hotspots is proposed, providing developers with feedback on potential security issues during the coding process. With the help of this tool, organiz.ations can proactively identify...","Gathering and analyze requirements of the project; I	u.  Analyzing the requirements gathered for implementations.; I	Ill.	Designing a tool for analyzing source code for security vulnerabilities.; iv. Implementing a tool for analyzing source code for security vulnerabjlities.; I	Pro;ect significa:n.ce; This tool has emerged as a significant tool for software organiz.ations,benefiting both software developers and the security team in several ways. The tool developed plays a major role in the early detection and remediation of searrity vulnerabilities throughout the Software Development Lifecycle (SDLC). This aligns \TTth the need of shifting security left, ensuring that security is put in consideration in the de\·elopment process from the initial point. The tool developed contributes to minimizing the costs associated with patching vulnerabilities in software's that are already deployed in production. By addressing security concerns earlier in the development cycle, this tool reduces customer disturbances, ennance overall software quality,and maintains compliance with security standards. Minimal manual source code analysis perfonned by humans which is tiresome and error prone due to human weakness. finally, the tool's capability to detect multiple vulnerabilities through a single scan sets it apart from many existing tools that often focus on identifying individual vulnerabilities.",Department of Computer Science and Engineering (DoCS&E),2023,,,
683d38a62807bf3490d594dc,SERVER AUTOMATED FILTRATION,"1.0 Overview A server is a computer program or device that provides a service to another computer and its users (clients; Smith & Johnson, 2018). A given application in a computer might function as a client with requests for services from other programs and as a server of requests from other programs (Brown, 2020). These servers are high-powered machines responsible for managing critical organizational operations like databases, emails, applications, and shared files; thus, servers are often categorized in terms of their purpose, which includes web servers, application servers, proxy servers, mail servers, file servers, and database servers (White et al., 2019). Servers hosting different services are critical points for attackers to obtain important data and disrupt the functioning of an organization or company’s operations (Adams & Clark, 2017). Despite having an existing security architecture consisting of firewalls and intrusion detection systems (IDTs), it is important to consider installing a monitoring...",To conduct situational analysis for server monitoring and filtration; To gather requirements for monitoring and filtration tools from different sources.; To design the automated monitoring and filtration tool for server.; To implement the automated monitoring and filtration tool for server.; To test the automated monitoring and filtration tool for server.,Department of Computer Science and Engineering (DoCS&E),2019,,,
683d38aa2807bf3490d594df,INTELLIGENT SORGHUM PESTS DETECTION SYSTEM USING MACHINE LEARNING,"In Tanzania the agriculture is the backbone for the growth of the national economy because most people in the country arc engaged in the agriculture activity especial for the conuncrcial crops. Sorghum is the one of the commercial crops now day because it used most for the difference economic growth such as raw material for production of alcohol, food, feeding the animals, and for processing building material. Due to these reasons motivate us tbe come up with the system that will help famer to manage this crop and then improve product for tbe aim of improving the economy of our country. Problem statement Sorghum farmers in our country face significant challenges due to their Limited knowledge of modem agricultural practices, particularly in pest detection and management. This lack of expertise results in substantial crop losses as pests are not easily detected, and their populations are increasing rapidly. Consequently, farmers suffer...",To analyze how the system will work and determine its requirements.; To collect the necessary data to train the model for image detection.; To design and implement the system.; To test and validate the system to ensure it meets customer expectations.,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d38b22807bf3490d594e4,Improving cybcrbullying detection using Twitter user's psychological features and machine learning,"1.0 Project·overview. WiLh the increasing number of users on social media leads to a new way of bullying. The later tenn, is defined as an intentional or an aggressive acl which arc carried out by personor groups of individuals using repeatedlycommunication messages over time against a victim who cannot easily defend him or herself. Bullying has always been a part of society. With the inception of the internet, it was only a matter of time until bullies found their way on to this new and opportunistic medium. Using services like email and instant messenger, bullies became able to � do their nasty deeds with anonymity and great distance between them and their targets. According to Cambridge dictionary the term cyberbullying is defined as the activity of using the internet to harm or frighten another person, especially by sending them unpleasant messages. The main factor that separates cyberbullying from traditional bullying...",To design a system for improving cybcrbullying detection using Twitter user's psychological features and machine learning,Department of Computer Science and Engineering (DoCS&E),2020,,,
683d38ba2807bf3490d594e9,Donors and Charity Centers Connector,"Project Overview: Donors and Charity Centers Connector Project Name: Donors and Chality C nter onnector 'fype: Web-b�sed System I Puq>ose: To create an online platfonn that connects donors wi.th charity centers, enabling seamless donamons, chality center management, and transparent tracking of contribotions. Problem statement l Many charitable organizations face significant challenges in efficiently connecting with potential donors, often resulting in wasted resources, unorganized donation distribution, and onmet community needs. Without a streamlined system, these organizations struggle to track and manage incoming donations, verify the authenticity of donors and recipients, and coordinate logistics effectively. This lack of organization can lead to duplicated efforts, misallocation of I resources, and difficulties in ensuring that aid reaches those who need it most. Additionally, the absence of a centtalized platfonn makes it harder for charities to build trust with donors, leading to decreased contributions and inefficiencies in addressing urgent social issues. Implementing a well-structured system...",To design a web-based system for connecting donors with charity organizations; To develop an efficient and transparent platform for charitable giving,Department of Computer Science and Engineering (DoCS&E),2023,,,
683d38c02807bf3490d594ec,SIMULATION TO DEMOSTRATE EFFECTS OF INORGANIC FERTILIZER APPLICATION ON CROP GROWTH UNDER SUNNY AND CLOUDY CONDITIONS,"1.1 Project Overview The project aims to develop an interactive simulation model that demonstrate effects of inorganic fertilizer application on crop growth under varying weather conditions, specifically sunny and cloudy weather. Tue simulation will allow users to change temperature centigrade, I I cloudy intensity and visualize how these factors influence crop growth and yield over time. Variables used to simulate are inorganic fertilizer DAP( Diarnmonium phosphate), I CAN(Calcium ammonium nitrate) and UREA(nitrogen fertilizer), crop type(Maize), and weather conditions (sunny vs. cloudy).The project will addresses the following issues: I Inefficient Fertilizer Use: The simulation helps farmers understand how different levels of fertilizer interact with weather conditions, reducing the risk of overuse or under use, Lack of I Understanding of Weather Impacts by providing a clear visual representation of how sunny and cloudy conditions impact crop growth, the simulation helps farmers make better decisions to the specific weather conditions, Environmental Sustainability: The...","To design a simulation model that predicts the impact of inorganic fertilizer application on soil temperature, moisture levels, and nutrient availability under sunny and cloudy weather conditions.; To implement the designed simulation model by integrating soil, inorganic fertilizer and weather data that show relationship between inorganic fertilizer application and weather conditions.",Department of Information Systems and Technology (DIS&T),2024,,,
683d38c42807bf3490d594ef,The use of smartphone for productivity,"Pro_jcct Overview Smartphoncs have become indispensable tools in daily life, offering solutions for communication, learning, productivity, and access to critical services. However, in Tanzania, a significant portion of the population struggles to fully utilize these devices due to a lack of djgital literacy. While smartphone adoption rates are high, many users are limited to basic functions such as calls and messaging, missing out on advanced features that can enhance productivity and quality of life. This project, Productive use of smartpbone and tablets for productivity in Tanzania seeks to bridge trus gap by developing an engaging, culturally relevant online course. The course will provide step-by-step guidance on topics such as smartphone basics, using prnduclivity loots, ensuring online safety, and accessing digital services. It will be hosted on a user-friendly platform, ensuring accessibility for learners from diverse backgrounds. The course content will be designed in Kiswahili and English, incorporating multimedia elements like...","Main Objective:; r  e  course to empower Tanzanians; To develop an engaging, multimed1a-nch onm smarthone skills for everyday use.; Specific Objectives:; To design a beginner-friendly course t; the fundamental 1; smartphones, including setup, navigation, and app usage.; To introduce users to productivity tools such as calendars, note-takinf; storage, and file management.; To teach users how to maintain online safety by identifyingscams, en passwords, and managing data privacy.; To provide step-by-step guidance for accessing.governm�t and busin including mobile banking, e-government portals, and online shoppmg.; Project Significance; This project is significant for several reasons:; Promoting Digital Literacy:; By empowering individuals with smartphone skills, the course will help Tanzan the full potential of their devices, enhancing their ability to participate in the digit: and access critical information.; Alignment with National and Global Goals:; Sustainable Development Goal 4 (Quality Education): Toe project promote1 access to digital literacy education.; Sustainable Development Goal 9 (Industry, Innovation, and Infrastructure): enhancing technological literacy, the project supports innovation and access to digit infrastructure.; Tanzania Development Vision 1025: This initiative contributes to buildin� educated, technology-savvy society capable of addressing modem socio-economic cl; Bridging the Digital Divide:; The course addresses inequalities by targeting rural populations, older adults, and unc communities, ensuring no one is left behind in the digital era.; Empowering Economic Participation:; Throu. gh mobile ba·nking; tuton•aIs, e-commerce g•utdance, and access to job platforms the; course Wt 11 enable individuals to improve their economic productivity.	'; S. Enhancing Quality of Life:; From mana�ing he�lth through apps to staying informed about current events, smartpbone bteracy contnbutes directly to individual well-being.",Department of Information Systems and Technology (IST),2024,,,
683d38c72807bf3490d594f2,UNIVERSITY PROGRAMS RECOMMENDATION SYSTEM FOR FORM SIX STUDENTS,"Pt""Oject overview This project involves designing a model website for the public institution websites, prioritizing user interface (UI) and user experience (UX) principles. The goal is to create a website that is visually appealing, user-friendly, accessible, and efficient. The site will cater to public needs, ensuring easy access to information, services, and updates. Expected output of this project is to develop and come up with a model website that provides a seam.less user experience, that will comply with accessibility standards, and reflects the institution's branding. The project is relevant and timely due to the growing reliance on digital platforms for accessing public services and information. The COVID-19 pandemic accelerated the shift towards digital transformation, highlighting the importance of well-designed and accessible public institution websites. As citizens increasingly demand efficient, secure, and user-friendly online services, addressing the existing gaps has become a pressing necessity. Additionally, advancements in technology provide an opportunity...","The main objective of this project is to develop a model website for public institution websites based on acceptable UI/UX features and performance criteria.; To identify government institution websites, UI/UX features, performance metrics and appropriate tools; To analyze the extent to which websites' designs comply to recommended standard UI/UX features.; To assess websites' technical performance in meeting industry benchmarks.; To develop a model website that provides acceptable UI/UX features and performance standards.",Department of Computer Science and Engineering (DoCS&E),2023,,,
683d38ce2807bf3490d594f5,ICT SKILLS GAP IA: A MIXED-METHODS ANALYSIS OF UNIVERSITY OUTPUT INDUSTRY NEEDS FROM 2020-2024.,"Tanzania's JCT industry is rapidly evolving, with new technologies and methodologies being introduced regularly. However, many graduates from Tanzanian universities face challenges in securing jobs in the JCT sector due to a mismatch between the skills taught in academic programs and the skills demanded by the industry.",To investigate the skills required by the ICT industry in Tanzania based on jobs posted between 2020to 2024; To analyze skills in cmricula of JCT programs at Tanzanian universities.; To identify gaps between the skills taught at lmiversities and those demanded by employers.; To develop a tool for improving the alignment between academic programs and industry needs.,Department of Information Systems and Technology (IST),2024,,,
683d38d62807bf3490d594fb,SMART QUI_Z PLATFORM WITH REAL-TIME ANALYSIS FOR EDUCATIONAL ENHANCEMENT AT STANDARD SEVEN.,"Project Overview The Smart Quiz Platfonn with Real-Time Analytics is a web-based system designed to facilitate both students and teachers in the process of creating, taking, and evaluating quizzes. The platfonn wilt use real-time analytics to give instant feedback to students on their perfonnance and offer valuable insights for teachers. It will incorporate garnification elements like leaderboards and badges to increase student engagement. Problem statement In Tanzania, as well as many parts of the world, there is a lack of systems that provide immediate feedback and performance analytics to students after completing an online quiz. This lack of real-time feedback hampers the learning process and makes it difficult for teachers to identify areas where students need improvement. Furthermore, existing systems are often not interactive and do not leverage the full potential of ICT to enhance the educational experience....","Main objective.; To develop the Smart Quiz Platform with Real-Time Analytics, which enables students to take quizzes online with instant feedback and detailed analytics, while providing teachers with data­ driven insights on·student performance at Standard Seven Students.; Specific objectives.; I.To create a user-friendly interface for students to take quizzes online and receive instant feedback on their performance.; To allow teachers to create, assign, and evaluate quizzes online with ease.; To implement a real-time analytics system that provides feedback to bothstudents and teachers, enabling timely intervention where necessary.; Project significance; This project will help bridge the gap between traditional learning methods and modem educational technologies.",Department of Information Systems and Technology (DIS&T),2024,,,
683d38dc2807bf3490d594fe,SMART ELEARNING PLATFORM FOR KIDS WITH HEARJNG IMPAIRMENTS.,"Project overview Student with hearing problems in different countries are having issues of acquiring reading and writing ability skills which causes low interaction with their fellow students in the classroom (Hammami et al., 2019). It has been observed that many students in our country including those with hearing impairment problems completed primary school without mastering the literacy and numeracy skills (Hammami et al., 2019; Makoye, 2021; Tungaraza, 2018; UWEZO, 2013). The student's success in school and life greatly depends on the extent of reading and writing abilities I acquired throughout the early childhood years. The use of teacher-centered approaches in delivering the same material for teaching literacy and numeracy skills to the whole class is no longer a good instructional method among students who learn at different paces, as well as possess different levels of knowledge and experience in the digital century. The teacher must use intensive and explicit instruction...","To develop a personalized learning system that enhances literacy and numeracy skills among pupils with hearing impairments, ensuring accessibility, adaptability, and user-friendly interaction.; To create and integrate tailored digital learning content, including multimedia resources, interactive exercises, and sign language support, to meet the unique needs of hearing-impaired pupils.",Department of Information Systems and Technology (DIS&T),2024,,,
683d38e12807bf3490d59501,A VIRTUAL ENVIRONMENT TO OVERCOME POST TRAUMATIC STRESS DISORDER,"Post-Traumatic Sh·ess Disorder (PTSD); is a mental health condition caused after experiencing a traumatic event such as combat, natural disasters, accidents, or personal assaults. This project aims to develop a more effective and accessible treatment for PTSD by utilizing Virtual Reality technology to create immersive and controlled therapy environment. 1.2 Problem Statement Individuals suffe1ing from PTSD often experience significant distress and impairment in their daily lives due to persistence and intrusive symptoms such as flashbacks, nightmares, hypervigilance, and avoidance behaviours. Traditional exposure therapy, while effective, can be limited by the difficult of recreation specific traumatic scenarios and the potential for traumatization. 1.3. Project...",To design animation that explains the brain mechanism of PTSD and display it in VR goggles.; To create an immersive and controlled exposure therapy environment for the patient.,Department of Information Systems and Technology (DIS&T),2024,,,
